1,0.12692311
2,0.05878143
3,0.053238124
4,0.06257849
5,0.04288604
6,0.046731472
7,0.025945876
8,0.018788498
9,0.029826522
10,0.015644008
11,0.028345948
12,0.019004796
13,0.013230026
14,0.015903484
15,0.021695044
16,0.017695326
17,0.011123761
18,0.013767496
19,0.012987943
20,0.014903821
21,0.0133749135
22,0.012232917
23,0.011326846
24,0.010840248
25,0.014875993
26,0.016897729
27,0.012039491
28,0.011623543
29,0.011973467
30,0.014910441
31,0.0187664
32,0.016602205
33,0.014545715
34,0.014909163
35,0.013892535
36,0.015683003
37,0.018227719
38,0.01912545
39,0.012417212
40,0.014746973
41,0.018262751
42,0.014003832
43,0.012771348
44,0.015088912
45,0.015175186
46,0.0129162725
47,0.0128448885
48,0.0142752
49,0.009822883
50,0.010596011
51,0.014601409
52,0.0134151
53,0.016106403
54,0.013888175
55,0.014164457
56,0.014650793
57,0.015144665
58,0.011771826
59,0.011294925
60,0.013798699
61,0.03475357
62,0.028615795
63,0.018939326
64,0.015550057
65,0.014736516
66,0.015383747
67,0.014366438
68,0.013343051
69,0.012474396
70,0.0125508625
71,0.017114157
72,0.019504126
73,0.016718628
74,0.016275056
75,0.014924092
76,0.018306501
77,0.018056886
78,0.011233428
79,0.010516748
80,0.011195289
81,0.013755042
82,0.015452577
83,0.015401332
84,0.0121623
85,0.012529877
86,0.018182125
87,0.013681067
88,0.015441293
89,0.012788254
90,0.011777421
91,0.012656514
92,0.011879849
93,0.010534439
94,0.010764258
95,0.011163332
96,0.013105134
97,0.0106034465
98,0.011030303
99,0.010480271
100,0.010721639
101,0.012082972
102,0.010954244
103,0.011294719
104,0.01121253
105,0.00996412
106,0.010774861
107,0.009536622
108,0.009647353
109,0.009692862
110,0.010246663
111,0.010922203
112,0.0104896715
113,0.009346096
114,0.010345057
115,0.009958426
116,0.011521513
117,0.012824871
118,0.0125271045
119,0.009497324
120,0.009145911
121,0.010340406
122,0.01402725
123,0.014299009
124,0.014000611
125,0.012670777
126,0.017627664
127,0.017680848
128,0.020383982
129,0.015939899
130,0.011071751
131,0.010558398
132,0.008881927
133,0.010136615
134,0.009876939
135,0.007719674
136,0.009355851
137,0.008592116
138,0.008115398
139,0.008305758
140,0.008084478
141,0.010870947
142,0.00984409
143,0.00884734
144,0.009924895
145,0.009701826
146,0.009568574
147,0.008870076
148,0.009003024
149,0.013492983
150,0.012592897
151,0.009781368
152,0.008447667
153,0.012145605
154,0.008984005
155,0.008340937
156,0.008361114
157,0.007926898
158,0.007048466
159,0.008204469
160,0.00833736
161,0.007485564
162,0.012178379
163,0.01705094
164,0.010164703
165,0.0072195437
166,0.010165866
167,0.010113488
168,0.008288181
169,0.0073845144
170,0.006873886
171,0.008039021
172,0.011607502
173,0.010717422
174,0.011628607
175,0.008601566
176,0.009048156
177,0.008786489
178,0.0067007327
179,0.007376825
180,0.00695212
181,0.008748777
182,0.013165168
183,0.008629947
184,0.008926177
185,0.010146761
186,0.012123851
187,0.011601947
188,0.010725262
189,0.010665199
190,0.008390287
191,0.011676453
192,0.0105578005
193,0.008975814
194,0.010251407
195,0.010075922
196,0.011241447
197,0.008743256
198,0.0077045485
199,0.006771504
200,0.0075541106
201,0.009761456
202,0.009714562
203,0.009852577
204,0.008208736
205,0.009281147
206,0.009095186
207,0.0078063104
208,0.009184154
209,0.008808733
210,0.0070086867
211,0.008355156
212,0.007794004
213,0.0076888986
214,0.0074713696
215,0.009192692
216,0.008218201
217,0.007751614
218,0.008726651
219,0.0074156835
220,0.009228309
221,0.010018645
222,0.009473588
223,0.008459187
224,0.02254789
225,0.02021436
226,0.012649117
227,0.011809453
228,0.014648085
229,0.013356412
230,0.0112293055
231,0.00902798
232,0.009454804
233,0.0105358
234,0.008448207
235,0.007951763
236,0.009471439
237,0.009663047
238,0.008321774
239,0.0070155878
240,0.0067010797
241,0.009854825
242,0.010297893
243,0.009124553
244,0.009000566
245,0.0077900346
246,0.007244125
247,0.0064850575
248,0.010772554
249,0.010031696
250,0.0074937195
251,0.008252678
252,0.0075587304
253,0.00729032
254,0.0070853205
255,0.008107005
256,0.008991951
257,0.009649137
258,0.0072289226
259,0.006976549
260,0.0062231314
261,0.0074577723
262,0.008681264
263,0.011432778
264,0.010981295
265,0.0073305117
266,0.007636834
267,0.006950887
268,0.0063308747
269,0.008668551
270,0.0066053485
271,0.0071782367
272,0.0076571237
